session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user
S0004850,U000678,2025-12-14T11:33:41,mobile,email,C007,,1
S0004851,U002047,2026-01-08T15:25:08,web,organic,C034,B,0
S0004852,U000528,2025-10-27T06:36:14,web,search,C026,B,0
S0004853,U001692,2025-12-10T07:21:04,web,paid_social,C028,A,1
S0004854,U001694,2025-12-05T16:00:41,mobile,organic,C036,,1
S0004855,,2025-10-24T20:03:34,web,search,C011,,0
S0004856,U000027,2025-10-29T06:23:32,web,organic,C019,,0
S0004857,U000550,2025-10-23T09:44:53,web,organic,C014,B,1
S0004858,U000592,2025-11-16T21:38:54,web,search,C007,A,0
S0004859,,2025-10-26T06:09:37,web,organic,C021,,0
S0004860,,2025-11-28T12:36:03,mobile,email,C024,,0
S0004861,U000947,2026-01-02T14:06:30,mobile,paid_social,C011,,0
S0004862,U001048,2025-12-15T16:26:54,web,organic,C030,A,0
S0004863,,2025-12-21T01:57:44,web,organic,C013,,0
S0004864,U002069,2025-10-24T06:37:50,web,organic,C035,A,0
S0004865,U000057,2026-01-04T23:57:11,mobile,search,C030,,0
S0004866,U001857,2025-11-03T14:20:50,web,email,C016,,0
S0004867,,2025-11-17T16:18:07,mobile,paid_social,C030,,0
S0004868,U001654,2025-12-06T22:51:03,mobile,organic,C012,,0
S0004869,U002167,2026-01-13T03:21:43,mobile,search,C024,,0
S0004870,,2026-01-19T06:34:42,mobile,referral,C028,,0
S0004871,U001373,2025-12-30T21:07:23,web,referral,C009,A,0
S0004872,U000944,2025-12-26T01:53:41,mobile,paid_social,C010,,0
S0004873,U000165,2025-12-07T22:22:11,mobile,organic,C006,,1
S0004874,U000081,2025-12-20T08:19:52,mobile,organic,C010,,0
S0004875,U000793,2025-11-03T10:31:56,mobile,search,C028,,0
S0004876,U001808,2025-11-14T16:02:23,mobile,search,C008,,1
S0004877,U000752,2026-01-18T01:24:17,mobile,paid_social,C036,,1
S0004878,U000948,2026-01-17T14:32:40,mobile,organic,C015,,0
S0004879,U001169,2025-11-19T12:11:47,mobile,referral,C013,,0
S0004880,U000707,2025-11-12T03:14:27,web,paid_social,C018,A,0
S0004881,,2025-11-11T02:20:06,web,referral,C026,,0
S0004882,U001335,2025-12-04T01:52:59,mobile,email,C029,,1
S0004883,U001873,2025-11-10T13:54:43,mobile,search,C028,,0
S0004884,U001660,2025-12-18T19:19:43,mobile,paid_social,C005,,0
S0004885,,2025-10-28T04:11:13,web,email,C035,,0
S0004886,U001151,2025-10-30T18:31:08,mobile,organic,C018,,0
S0004887,U001538,2025-11-15T08:45:15,web,organic,C035,A,0
S0004888,U000330,2025-12-30T09:51:12,mobile,organic,C027,,0
S0004889,U000325,2025-11-19T12:52:53,mobile,search,C003,,1
S0004890,U002028,2025-12-02T19:32:25,mobile,paid_social,C022,,1
S0004891,U001329,2025-12-19T12:52:47,mobile,organic,C034,,0
S0004892,U000249,2025-12-31T09:49:20,mobile,search,C032,,0
S0004893,U000898,2025-11-18T01:55:53,web,paid_social,C030,B,1
S0004894,U002134,2025-12-26T05:28:12,mobile,email,C036,,0
S0004895,U000047,2025-11-16T04:28:54,web,organic,C023,A,0
S0004896,U000974,2025-12-18T10:37:23,web,email,C009,A,0
S0004897,U001842,2025-12-01T00:28:38,mobile,referral,C001,,0
S0004898,U002083,2026-01-12T20:05:32,web,search,C037,,0
S0004899,U000812,2026-01-17T19:53:52,mobile,search,C026,,0
S0004900,U002013,2025-12-30T02:40:55,web,organic,C036,B,0
S0004901,U001576,2026-01-11T19:58:44,web,paid_social,C032,,0
S0004902,U000894,2025-11-02T17:25:31,web,email,C015,,1
S0004903,U001715,2025-12-19T08:13:05,web,organic,C007,A,0
S0004904,U001761,2025-11-08T07:03:03,web,email,C033,A,1
S0004905,U000606,2025-11-15T08:49:41,mobile,organic,C035,,0
S0004906,U000198,2025-12-07T11:52:27,mobile,email,C021,,0
S0004907,U001718,2025-12-27T05:16:07,web,search,C010,B,1
S0004908,U000183,2025-12-25T09:00:12,mobile,SEARCH,C033,,0
S0004909,U001713,2026-01-07T16:36:30,mobile,referral,C034,,0
S0004910,U000784,2025-12-10T18:36:35,mobile,paid_social,C030,,0
S0004911,U001547,2026-01-12T19:28:34,mobile,organic,C022,,0
S0004912,U001342,2026-01-09T08:24:55,mobile,email,C039,,0
S0004913,,2026-01-05T20:32:25,web,organic,C038,,0
S0004914,U000021,2025-11-11T02:20:22,web,referral,C009,A,1
S0004915,U001386,2025-12-08T06:30:13,web,organic,C013,B,0
S0004916,U001134,2025-12-26T16:50:49,mobile,search,C030,,0
S0004917,U000097,2026-01-17T06:57:27,web,search,C007,,0
S0004918,U002147,2025-10-22T11:44:03,mobile,search,C001,,0
S0004919,U000525,2025-11-19T21:08:36,web,search,C021,A,1
S0004920,,2025-11-21T06:03:09,web,search,C037,,0
S0004921,U000257,2025-11-16T09:48:38,web,paid_social,C036,A,1
S0004922,U000512,2026-01-03T00:12:45,mobile,organic,C008,,0
S0004923,,2025-10-25T11:55:49,web,email,C010,,0
S0004924,,2025-11-22T18:57:18,mobile,organic,C015,,0
S0004925,U001329,2025-12-24T11:48:53,mobile,email,C038,,0
S0004926,U000378,2025-11-27T01:08:02,web,paid_social,C034,,0
S0004927,U000582,2025-11-03T09:45:12,mobile,email,C037,,1
S0004928,U000580,2025-12-15T10:01:02,mobile,organic,C020,,0
S0004929,U000970,2025-12-07T11:24:51,mobile,email,C004,,0
S0004930,,2026-01-17T19:20:52,web,paid_social,C027,,0
S0004931,U001018,2025-12-27T19:23:34,mobile,referral,C037,,0
S0004932,,2026-01-18T04:42:58,mobile,organic,C015,,0
S0004933,U000554,2025-11-07T05:05:52,mobile,email,C010,,1
S0004934,U000534,2025-12-28T23:37:16,web,paid_social,C023,A,0
S0004935,U000223,2025-12-10T02:06:52,mobile,referral,C010,,0
S0004936,U000467,2025-12-24T13:35:48,mobile,search,C034,,1
S0004937,U000686,2025-12-02T12:29:14,web,organic,C017,,0
S0004938,U000845,2025-11-09T13:20:25,mobile,email,C036,,0
S0004939,,2025-10-25T13:22:02,web,organic,C025,,0
S0004940,U000981,2026-01-04T21:16:43,web,paid_social,C019,,0
S0004941,U001510,2026-01-02T18:33:43,mobile,organic,C019,,0
S0004942,U000197,2025-11-05T01:39:43,web,referral,C029,,0
S0004943,U002084,2025-12-18T12:10:00,web,search,C010,,0
S0004944,U000325,2025-12-26T20:04:51,mobile,organic,C019,,0
S0004945,U000074,2025-12-10T15:02:46,mobile,email,C035,,0
S0004946,U000935,2025-11-18T23:47:26,web,organic,C038,A,0
S0004947,U001433,2026-01-08T17:25:09,web,organic,C002,A,0
S0004948,,2025-12-18T06:14:52,web,email,C030,,0
S0004949,U000359,2025-12-25T06:14:45,,organic,C034,A,1
S0004950,U001859,2025-12-19T03:08:36,mobile,organic,C018,,0
S0004951,,2025-12-25T08:33:34,web,paid_social,C010,,0
S0004952,,2025-11-03T11:55:16,mobile,organic,C020,,0
S0004953,U000486,2026-01-12T11:22:48,web,referral,C037,A,1
S0004954,U001180,2025-11-16T03:55:38,mobile,email,C008,,1
S0004955,U001517,2026-01-04T17:31:36,web,email,C013,A,0
S0004956,U000952,2026-01-09T20:17:09,mobile,email,C038,,0
S0004957,U000394,2025-12-19T01:13:08,mobile,email,C027,,0
S0004958,U001829,2025-12-14T06:54:20,mobile,organic,C011,,0
S0004959,U002065,2025-10-31T06:07:13,web,paid_social,C028,A,1
S0004960,U000366,2025-11-29T16:48:50,mobile,referral,C008,,1
S0004961,,2025-12-15T11:43:40,web,paid_social,C029,,0
S0004962,U001953,2025-10-28T19:24:49,mobile,referral,C019,,0
S0004963,U001191,2025-10-31T11:20:02,mobile,email,C036,,1
S0004964,U000108,2026-01-18T20:29:44,web,organic,C030,A,1
S0004965,U001520,2025-11-20T08:12:06,web,search,C005,B,1
S0004966,U002032,2025-11-21T21:59:53,,organic,C028,A,0
S0004967,,2025-11-13T01:52:44,mobile,email,C027,,0
S0004968,,2025-12-18T13:58:43,web,referral,C011,,0
S0004969,U000556,2025-12-03T00:25:12,web,search,C021,A,0
S0004970,U001787,2025-12-31T13:54:25,mobile,organic,C011,,1
S0004971,U001226,2025-12-06T13:33:53,mobile,search,C030,,0
S0004972,U000040,2025-10-22T19:52:28,web,organic,C010,,0
S0004973,,2025-12-03T21:10:51,web,search,C017,,0
S0004974,U001794,2025-10-26T09:46:50,mobile,referral,C025,,1
S0004975,U000408,2026-01-03T20:26:05,mobile,search,C002,,0
S0004976,U001285,2025-10-31T16:04:39,web,paid_social,C039,A,1
S0004977,,2025-11-09T23:11:48,web,email,C002,,0
S0004978,U000042,2025-12-01T20:06:03,mobile,email,C036,,0
S0004979,U000882,2025-11-08T00:10:25,web,organic,C027,B,1
S0004980,U001704,2025-12-08T23:17:28,mobile,organic,C021,,0
S0004981,U001472,2025-12-01T21:41:05,mobile,organic,C020,,0
S0004982,,2026-01-15T04:01:29,mobile,organic,C016,,0
S0004983,,2025-10-29T09:27:46,web,organic,C029,,0
S0004984,U001188,2025-12-12T08:19:02,web,search,C016,A,0
S0004985,U000706,2025-12-25T06:38:21,mobile,paid_social,C022,,0
S0004986,,2025-11-01T22:15:01,web,organic,C033,,0
S0004987,U000960,2025-12-17T17:20:03,web,paid_social,C027,,0
S0004988,U001671,2026-01-07T05:19:57,web,search,C027,B,0
S0004989,,2025-12-31T07:41:46,web,organic,C023,,0
S0004990,U001878,2026-01-13T14:32:41,,organic,C002,B,0
S0004991,U000225,2025-12-25T07:02:28,web,organic,C003,,1
S0004992,U001022,2025-11-25T21:35:15,web,search,C004,A,0
S0004993,U001211,2026-01-12T06:45:04,mobile,paid_social,C011,,0
S0004994,U001668,2025-11-10T17:20:48,web,organic,C020,B,0
S0004995,U001134,2025-12-12T23:22:23,mobile,organic,C010,,0
S0004996,U002017,2025-12-29T08:23:50,mobile,organic,C022,,0
S0004997,U001844,2026-01-07T22:42:12,mobile,organic,C036,,0
S0004998,U001517,2026-01-11T22:18:25,mobile,paid_social,C039,,0
S0004999,U000875,2025-10-29T02:07:24,mobile,paid_social,C027,,1
S0005000,U000709,2025-12-25T18:51:50,web,paid_social,C006,A,1
S0005001,U001174,2025-11-08T19:26:29,web,paid_social,C030,A,0
S0005002,U001020,2025-12-30T13:28:26,mobile,organic,C033,,0
S0005003,,2025-12-23T12:03:57,mobile,organic,C032,,0
S0005004,U000506,2025-11-06T18:17:50,web,paid_social,C036,,0
S0005005,U001838,2026-01-04T09:29:21,mobile,paid_social,C001,,0
S0005006,U001009,2025-12-02T00:02:23,mobile,email,C016,,1
S0005007,U002090,2025-12-09T09:18:19,mobile,paid_social,C024,,0
S0005008,U000541,2026-01-16T20:48:29,web,paid_social,C007,A,0
S0005009,,2025-12-19T12:53:14,web,email,C016,,0
S0005010,U001776,2025-12-13T09:52:21,web,email,C010,,1
S0005011,,2025-10-22T22:47:01,web,referral,C009,,0
S0005012,U001342,2025-11-08T08:52:48,web,organic,C027,A,0
S0005013,U002175,2025-10-23T19:57:26,web,organic,C027,,1
S0005014,U001394,2025-11-20T10:31:51,mobile,search,C003,,0
S0005015,U002050,2025-11-21T10:42:51,web,search,C028,A,0
S0005016,U000243,2025-12-08T04:05:20,mobile,search,C036,,0
S0005017,U000360,2025-12-22T12:28:33,web,paid_social,C002,B,0
S0005018,U000004,2025-11-06T13:57:42,mobile,search,C031,,0
S0005019,,2025-12-14T14:08:58,mobile,search,C029,,0
S0005020,U001737,2026-01-11T23:14:41,mobile,organic,C032,,0
S0005021,U002121,2025-11-07T02:11:35,web,search,C039,,0
S0005022,U001194,2025-12-19T18:12:22,web,paid_social,C030,A,0
S0005023,U000930,2025-10-25T13:02:55,mobile,organic,C015,,1
S0005024,U002050,2025-12-08T05:51:18,mobile,organic,C006,,0
S0005025,U001295,2025-12-27T04:18:03,mobile,search,C037,,0
S0005026,U001182,2025-10-24T12:06:23,web,referral,C030,B,0
S0005027,U000187,2025-11-20T11:17:36,web,organic,C018,A,1
S0005028,U000473,2026-01-08T10:57:47,web,organic,C024,A,0
S0005029,U001535,2025-11-10T17:36:45,web,organic,C022,A,1
S0005030,U001537,2025-12-25T11:59:06,mobile,organic,C003,,0
S0005031,U001091,2025-12-15T13:00:38,web,paid_social,C011,A,0
S0005032,,2025-11-05T04:08:29,mobile,organic,C012,,0
S0005033,U001521,2025-12-27T04:39:51,web,search,C025,A,0
S0005034,U000145,2025-12-08T07:52:15,web,referral,C017,,1
S0005035,U001837,2025-10-31T12:33:06,web,search,C017,A,1
S0005036,U001527,2026-01-14T21:13:06,mobile,search,C022,,0
S0005037,U000483,2025-12-04T17:12:50,mobile,referral,C036,,1
S0005038,U000468,2025-12-27T11:57:02,mobile,search,C008,,0
S0005039,U002108,2025-11-10T00:48:31,web,organic,C005,A,0
S0005040,U000560,2025-11-02T18:53:30,web,organic,C022,A,1
S0005041,U000072,2025-12-27T03:47:55,mobile,email,C035,,0
S0005042,U000070,2025-12-21T02:02:10,mobile,email,C039,,0
S0005043,U000503,2025-11-15T02:38:55,web,organic,C014,B,0
S0005044,U001381,2025-12-27T14:32:54,web,paid_social,C015,B,0
S0005045,U001004,2025-12-05T21:21:33,web,organic,C034,,0
S0005046,U001610,2025-11-21T19:32:46,mobile,organic,C007,,0
S0005047,U000511,2025-12-31T06:15:44,web,referral,C015,A,0
S0005048,,2025-12-15T22:49:36,web,search,C019,,0
S0005049,,2025-12-06T02:16:32,web,organic,C012,,0
S0005050,U001744,2025-12-30T00:29:14,mobile,search,C019,,0
S0005051,U001107,2025-12-09T11:24:19,web,email,C040,B,0
S0005052,U001677,2026-01-13T21:48:37,web,email,C037,B,0
S0005053,U000207,2026-01-03T01:34:35,mobile,paid_social,C016,,0
S0005054,U000902,2025-11-22T16:15:40,web,email,C019,,0
S0005055,U000963,2025-12-02T06:48:06,web,email,C037,A,0
S0005056,U000151,2026-01-15T14:24:56,web,referral,C010,B,0
S0005057,,2026-01-10T00:13:03,web,paid_social,C023,,0
S0005058,U000617,2025-11-07T15:32:12,web,paid_social,C009,,1
S0005059,U001003,2025-11-15T03:04:20,web,referral,C026,B,0
S0005060,U000364,2025-11-23T05:43:28,web,search,C002,B,0
S0005061,U000594,2026-01-08T15:03:00,mobile,search,C009,,1
S0005062,U002110,2026-01-12T21:47:51,mobile,email,C030,,0
S0005063,U000315,2026-01-01T15:37:51,web,referral,C028,A,0
S0005064,U001800,2025-11-15T06:06:23,mobile,search,C011,,1
S0005065,,2026-01-09T06:38:10,web,paid_social,C009,,0
S0005066,U000173,2025-10-24T09:35:57,mobile,email,C032,,0
S0005067,U000882,2025-11-28T11:49:54,web,search,C040,A,0
S0005068,U001130,2025-11-24T10:15:14,web,search,C023,A,0
S0005069,U000610,2025-12-08T14:41:37,web,organic,C029,B,1
S0005070,,2025-12-10T21:33:35,web,organic,C029,,0
S0005071,U001567,2025-11-10T17:26:59,web,organic,C037,A,1
S0005072,,2025-11-08T20:24:59,web,search,C009,,0
S0005073,U002043,2026-01-01T18:16:47,mobile,email,C023,,0
S0005074,,2025-10-28T07:09:40,web,organic,C007,,0
S0005075,,2025-12-04T20:04:26,web,organic,C014,,0
S0005076,U000281,2025-11-07T16:31:56,mobile,paid_social,C017,,1
S0005077,U001939,2025-11-19T04:50:28,web,organic,C038,B,0
S0005078,U000491,2025-11-15T09:31:55,web,referral,C015,,1
S0005079,U001769,2025-12-24T04:59:02,web,organic,C002,A,0
S0005080,U000719,2025-12-01T11:34:50,web,email,C021,,1
S0005081,U000070,2025-11-17T09:22:13,mobile,search,C018,,0
S0005082,U000900,2026-01-04T06:17:47,web,referral,C030,B,0
S0005083,U001152,2025-10-29T03:53:37,web,search,C001,B,0
S0005084,U001031,2025-12-29T09:54:54,mobile,referral,C037,,0
S0005085,U002172,2025-11-12T18:55:54,mobile,search,C030,,0
S0005086,U001145,2026-01-12T01:29:51,mobile,paid_social,C024,,0
S0005087,U001714,2025-10-21T22:35:01,web,organic,C035,,1
S0005088,U000815,2025-12-10T12:58:08,web,search,C010,A,0
S0005089,,2025-12-16T10:40:06,mobile,organic,C017,,0
S0005090,U001097,2025-12-12T09:32:41,web,email,C012,A,0
S0005091,U001232,2026-01-02T19:00:33,mobile,search,C012,,0
S0005092,U000920,2025-10-31T12:51:01,mobile,paid_social,C037,,1
S0005093,U001687,2025-11-27T20:10:37,mobile,organic,C037,,0
S0005094,U002122,2026-01-07T04:14:51,web,organic,C009,,0
S0005095,U000178,2026-01-09T10:14:39,mobile,paid_social,C010,,1
S0005096,U000149,2025-12-05T07:00:00,mobile,search,C004,,1
S0005097,U000603,2025-12-10T15:47:04,mobile,search,C007,,1
S0005098,,2025-12-29T04:37:06,mobile,referral,C037,,0
S0005099,,2025-12-30T14:32:04,mobile,organic,C008,,0
S0005100,U000427,2026-01-09T08:49:54,mobile,paid_social,C002,,0
S0005101,U000900,2026-01-05T09:18:29,mobile,organic,C035,,0
S0005102,U000826,2025-11-27T17:43:49,mobile,paid_social,C030,,0
S0005103,U001863,2025-12-18T22:02:36,mobile,search,C029,,0
S0005104,,2025-12-03T22:21:51,mobile,paid_social,C006,,0
S0005105,U001920,2025-11-01T01:22:22,mobile,paid_social,C001,,0
S0005106,U001672,2026-01-03T09:24:24,mobile,organic,C027,,0
S0005107,U000911,2025-12-14T14:23:07,web,organic,C023,A,1
S0005108,U002152,2025-10-26T15:52:02,mobile,organic,C008,,1
S0005109,,2025-12-21T08:36:41,mobile,paid_social,C019,,0
S0005110,U001086,2025-11-15T22:04:27,mobile,organic,C036,,1
S0005111,,2025-10-27T16:11:20,web,search,C037,,0
S0005112,U000566,2025-12-15T00:48:29,web,search,C002,A,0
S0005113,U000459,2025-12-26T08:08:48,web,paid_social,C002,,0
S0005114,U001742,2025-12-06T23:54:36,mobile,search,C013,,0
S0005115,U001736,2025-10-21T22:46:35,mobile,referral,C030,,1
S0005116,,2025-12-12T08:38:34,mobile,referral,C032,,0
S0005117,U001659,2025-10-22T00:51:06,mobile,search,C021,,0
S0005118,U001118,2026-01-12T19:37:05,web,referral,C023,,0
S0005119,U001229,2025-11-14T11:57:19,mobile,email,C019,,0
S0005120,U001863,2026-01-07T19:57:01,mobile,organic,C017,,0
S0005121,U000353,2025-10-22T12:43:55,mobile,search,C006,,0
S0005122,U000889,2025-10-30T04:33:49,web,search,C018,,1
S0005123,,2025-12-01T01:37:05,web,email,C040,,0
S0005124,U001226,2025-12-28T17:10:05,mobile,email,C021,,0
S0005125,U000348,2026-01-14T06:30:33,web,paid_social,C024,B,0
S0005126,U000264,2025-12-07T08:08:27,mobile,paid_social,C040,,0
S0005127,U001532,2025-11-22T10:22:16,mobile,paid_social,C002,,1
S0005128,U000124,2025-10-25T10:48:50,mobile,search,C027,,0
S0005129,U000918,2025-12-12T23:23:19,web,search,C011,A,0
S0005130,,2025-11-24T15:28:14,web,search,C020,,0
S0005131,U002198,2026-01-11T06:18:16,mobile,email,C001,,0
S0005132,U000394,2025-12-03T15:30:14,mobile,paid_social,C013,,0
S0005133,U002040,2025-12-29T07:56:29,web,organic,C022,B,1
S0005134,U000739,2026-01-05T18:42:39,web,organic,C021,B,0
S0005135,U000437,2025-10-30T06:51:20,mobile,search,C016,,1
S0005136,U001111,2025-11-30T02:48:15,web,paid_social,C037,A,1
S0005137,U001075,2026-01-09T21:00:20,web,search,C009,,0
S0005138,U000824,2025-11-28T15:23:58,mobile,search,C009,,1
S0005139,,2025-12-11T07:18:33,web,email,C023,,0
S0005140,U000215,2026-01-08T00:28:50,web,email,C014,,0
S0005141,U000581,2025-11-11T08:58:41,web,search,C012,A,0
S0005142,U000434,2026-01-09T22:52:21,web,paid_social,C003,,0
S0005143,U002051,2025-11-26T04:09:27,web,search,C021,A,0
S0005144,U001086,2025-12-13T19:31:41,web,paid_social,C026,A,0
S0005145,U001202,2025-11-19T23:08:29,web,organic,C023,B,1
S0005146,,2025-12-07T21:09:11,mobile,search,C031,,0
S0005147,U001947,2025-10-25T21:02:00,web,paid_social,C027,A,0
S0005148,U001757,2025-10-27T07:32:15,mobile,search,C026,,1
S0005149,U001518,2025-11-27T18:22:38,mobile,paid_social,C013,,0
S0005150,U000686,2025-11-20T14:04:20,mobile,organic,C033,,0
S0005151,U000679,2025-12-15T20:41:11,web,organic,C036,B,0
S0005152,,2025-10-24T20:27:43,web,referral,C031,,0
S0005153,U002047,2025-11-05T12:44:25,mobile,search,C005,,0
S0005154,,2025-11-09T07:17:40,web,organic,C039,,0
S0005155,U000741,2025-11-30T02:02:18,mobile,search,C023,,0
S0005156,U000729,2025-11-12T15:44:21,mobile,organic,C019,,1
S0005157,U001726,2025-11-02T19:55:39,web,paid_social,C010,,1
S0005158,U002089,2025-12-14T05:20:07,web,organic,C004,B,0
S0005159,U001953,2025-12-27T09:20:22,mobile,referral,C034,,0
S0005160,U001850,2025-12-22T02:45:18,mobile,organic,C022,,1
S0005161,U000767,2025-11-15T07:07:30,mobile,search,C037,,0
S0005162,,2026-01-06T08:10:37,mobile,search,C031,,0
S0005163,U001956,2025-12-15T12:06:43,web,organic,C033,A,0
S0005164,,2025-12-15T18:15:22,web,organic,C017,,0
S0005165,,2025-11-09T14:19:43,mobile,organic,C015,,0
S0005166,U001853,2025-11-12T05:45:21,web,organic,C018,,0
S0005167,U001056,2025-12-03T04:02:11,mobile,email,C001,,1
S0005168,U000190,2025-11-11T20:16:10,web,email,C030,A,0
S0005169,U001972,2025-12-22T08:49:26,mobile,search,C036,,1
S0005170,U000649,2025-11-18T05:03:14,mobile,search,C001,,0
S0005171,,2025-11-04T02:42:54,web,paid_social,C036,,0
S0005172,U001170,2025-11-04T02:03:43,mobile,organic,C027,,1
S0005173,U000595,2025-11-01T21:23:17,mobile,search,C023,,0
S0005174,U001824,2025-11-30T00:26:10,mobile,referral,C029,,1
S0005175,U001522,2025-10-21T17:08:33,web,organic,C001,B,1
S0005176,U001243,2025-12-09T06:06:01,web,organic,C039,A,0
S0005177,U000441,2025-11-17T06:54:37,mobile,organic,C035,,0
S0005178,U001078,2025-12-10T03:55:49,web,search,C030,,0
S0005179,U000600,2026-01-13T15:05:42,mobile,email,C014,,0
S0005180,U002117,2026-01-07T15:43:08,web,search,C006,A,0
S0005181,U001744,2025-12-12T07:39:52,mobile,search,C013,,0
S0005182,U000257,2025-11-28T01:36:28,mobile,search,C020,,1
S0005183,U001162,2025-12-23T07:02:22,web,email,C040,A,0
S0005184,U001717,2026-01-12T12:33:25,web,search,C017,A,0
S0005185,U001152,2025-12-04T11:59:52,web,organic,C030,B,0
S0005186,U000280,2025-10-30T09:04:51,mobile,organic,C017,,0
S0005187,U000308,2025-12-29T09:19:36,web,organic,C003,A,0
S0005188,U001613,2025-10-22T09:12:40,mobile,referral,C032,,1
S0005189,U001153,2025-12-29T06:11:42,mobile,search,C014,,0
S0005190,U001195,2025-10-29T01:59:45,web,organic,C024,A,0
S0005191,U000594,2025-10-31T00:52:04,mobile,referral,C014,,1
S0005192,U000583,2025-12-30T19:03:46,web,referral,C030,A,0
S0005193,U000896,2025-12-22T11:56:34,web,organic,C033,A,0
S0005194,,2025-12-11T00:17:12,mobile,organic,C030,,0
S0005195,U001032,2026-01-03T07:02:24,web,referral,C036,B,0
S0005196,U001935,2026-01-06T01:31:55,web,organic,C028,B,0
S0005197,,2025-12-01T14:48:09,mobile,organic,C022,,0
S0005198,U001039,2026-01-19T02:34:52,mobile,search,C031,,0
S0005199,U000518,2025-11-22T14:56:55,mobile,email,C028,,1
S0005200,U000015,2025-11-05T21:01:58,web,search,C009,B,1
S0005201,U000913,2026-01-05T13:53:06,mobile,organic,C012,,0
S0005202,U000125,2025-11-27T20:12:28,web,paid_social,C004,,1
S0005203,U000819,2026-01-08T03:29:43,web,email,C031,,0
S0005204,,2025-10-26T22:41:43,web,organic,C007,,0
S0005205,U000827,2025-10-31T10:26:55,mobile,organic,C004,,0
S0005206,U001492,2025-10-25T01:33:54,mobile,paid_social,C033,,1
S0005207,U000649,2025-12-14T14:55:11,web,organic,C003,B,0
S0005208,U000884,2026-01-04T07:24:10,web,paid_social,C039,,0
S0005209,U001926,2025-11-26T16:19:24,mobile,organic,C009,,0
S0005210,U000535,2025-10-29T14:28:41,web,email,C038,B,1
S0005211,U001103,2025-11-24T01:16:07,web,organic,C027,B,1
S0005212,U001576,2025-11-21T18:21:20,mobile,organic,C001,,1
S0005213,U000797,2025-12-18T08:28:31,web,organic,C032,,0
S0005214,U000670,2025-12-19T03:13:25,web,organic,C040,A,0
S0005215,U001536,2025-10-30T17:06:26,mobile,paid_social,C037,,0
S0005216,U000163,2025-11-28T06:09:28,web,paid_social,C036,,1
S0005217,U000585,2025-12-18T06:24:27,mobile,email,C010,,0
S0005218,U000902,2025-11-13T17:42:58,mobile,paid_social,C008,,0
S0005219,U000479,2025-11-27T01:52:10,web,search,C013,B,0
S0005220,,2025-12-15T16:09:25,mobile,email,C023,,0
S0005221,U001363,2025-11-26T16:46:36,mobile,organic,C032,,0
S0005222,U002125,2025-10-24T05:14:09,mobile,paid_social,C040,,0
S0005223,,2025-11-10T11:25:36,mobile,search,C020,,0
S0005224,U001303,2025-12-30T06:54:39,web,organic,C019,A,0
S0005225,,2025-11-12T19:20:41,mobile,paid_social,C034,,0
S0005226,U000459,2026-01-03T00:49:58,mobile,referral,C039,,0
S0005227,U001035,2025-12-02T11:05:49,mobile,search,C018,,0
S0005228,U001831,2025-12-03T00:05:08,web,paid_social,C022,A,0
S0005229,U000387,2025-12-29T18:53:28,mobile,search,C011,,1
S0005230,,2025-11-24T22:29:24,web,search,C014,,0
S0005231,U000484,2025-11-11T21:41:39,mobile,organic,C031,,1
S0005232,U002111,2025-10-30T21:26:45,web,organic,C007,A,0
S0005233,,2025-12-20T21:54:05,web,organic,C012,,0
S0005234,U000716,2025-12-02T17:39:07,web,email,C005,A,0
S0005235,U001794,2026-01-02T06:53:42,mobile,organic,C011,,1
S0005236,U002001,2025-12-01T15:09:12,mobile,search,C029,,0
S0005237,U000011,2025-11-27T18:34:01,web,organic,C035,A,0
S0005238,U001934,2025-11-17T08:05:47,mobile,organic,C014,,0
S0005239,U001556,2025-11-08T09:20:25,web,paid_social,C036,A,1
S0005240,U001901,2026-01-04T04:19:11,web,paid_social,C017,A,0
S0005241,U000191,2025-10-30T00:13:57,web,search,C011,,1
S0005242,,2026-01-10T15:10:19,web,paid_social,C038,,0
S0005243,U000739,2025-10-23T20:41:59,web,paid_social,C021,B,0
S0005244,U001870,2025-12-07T10:38:28,web,organic,C008,B,0
S0005245,,2025-10-26T16:33:57,web,organic,C009,,0
S0005246,U001587,2025-12-30T14:31:39,web,organic,C015,,0
S0005247,U000540,2025-11-09T11:24:31,web,search,C005,B,0
S0005248,U000736,2025-12-11T08:58:08,mobile,organic,C037,,1
S0005249,U001932,2026-01-11T22:05:59,web,search,C025,,0
S0005250,U001079,2025-12-18T20:58:31,web,organic,C038,A,1
S0005251,U001716,2025-11-06T11:44:50,web,search,C010,A,0
S0005252,,2026-01-01T03:24:00,mobile,search,C033,,0
S0005253,U000387,2025-11-30T04:10:19,mobile,referral,C028,,1
S0005254,,2025-10-22T15:02:16,web,email,C016,,0
S0005255,U002082,2025-12-04T05:59:18,mobile,referral,C014,,0
S0005256,U001717,2026-01-02T13:32:35,mobile,paid_social,C006,,0
S0005257,U001033,2025-11-29T03:17:04,mobile,referral,C032,,1
S0005258,U000943,2025-12-28T16:46:50,web,organic,C032,B,0
S0005259,U000655,2025-12-23T22:30:43,mobile,search,C023,,0
S0005260,,2025-12-01T13:30:24,web,paid_social,C034,,0
S0005261,U000683,2025-11-19T12:51:59,web,search,C025,B,1
S0005262,,2025-12-25T19:54:09,mobile,organic,C029,,0
